episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
60,1.0,-4.022743352440094,-0.15452868211656537,-94.93723325839892,-28.44806357438233,1.0,[-28.44806357438233 1.0],0.0,False,True,0.6065246698990095,1,23.090893150458665,281.397,prepare,0.0
60,2.0,-4.022849314726579,-0.15437182324582713,-95.00122775598591,30.0,1.380650733093625,[30.0 1.380650733093625],1.0,False,True,0.6058182518481038,1,23.090893150458665,281.475,in_progress,0.0
60,3.0,-4.020631247260858,-0.162912702135621,-94.33725147986837,-2.0674375833406664,1.3504560908004075,[-2.0674375833406664 1.3504560908004075],1.0,False,True,0.6433300888913264,1,23.090893150458665,281.539,in_progress,0.0
60,4.0,-4.016434359449796,-0.18324541858565707,-92.95182492009988,-30.0,1.1036525550035037,[-30.0 1.1036525550035037],1.0,False,True,0.7323415720699447,1,23.090893150458665,281.607,in_progress,0.0
60,5.0,-4.026267963918768,-0.21805621397186675,-94.88328181977155,25.224007776763322,1.0,[25.224007776763322 1.0],1.0,False,True,0.880171295250317,2,23.090893150458665,281.669,in_progress,0.0
60,6.0,-4.033794184129443,-0.25707886124721724,-95.88659483429149,28.450743852032446,1.0,[28.450743852032446 1.0],1.0,False,True,1.0468250003099673,2,23.090893150458665,281.728,in_progress,0.0
60,7.0,-4.027072457881598,-0.30146009654646166,-93.21415302795539,30.0,1.4295081317539005,[30.0 1.4295081317539005],1.0,False,True,1.240460854302314,2,23.090893150458665,281.802,in_progress,0.0
60,8.0,-4.0041622152818785,-0.35473842705878145,-87.16315356961829,-21.01034724047705,1.256236853925836,[-21.01034724047705 1.256236853925836],1.0,False,True,1.4768940209264598,2,23.090893150458665,281.865,in_progress,0.0
60,9.0,-3.9820801230177993,-0.41944158769280837,-82.94781780522378,-7.445398494124984,1.0,[-7.445398494124984 1.0],1.0,False,True,1.7624878727387037,3,23.090893150458665,281.942,in_progress,0.0
60,10.0,-3.9777788238620118,-0.4902401758103615,-83.99961992865995,15.183162600475818,1.5,[15.183162600475818 1.5],1.0,False,True,2.077730443652586,3,23.090893150458665,282.005,in_progress,0.0
