episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
160,1.0,3.199884562207513,0.6832017915663732,0.2221329979474971,-30.0,1.0,0,0.0,False,True,0.7914101391650799,1,17.709159380834848,824.611,prepare,0.0
160,2.0,3.1997327938476707,0.6831032114197834,0.18326595495146542,0.0,1.2,5,1.0,False,True,0.7905513581379278,1,17.709159380834848,824.675,in_progress,0.0
160,3.0,3.2094328268620123,0.6828026762023082,0.05545705628708742,15.0,1.0,6,1.0,False,True,0.8453197516943913,1,17.709159380834848,824.741,in_progress,0.0
160,4.0,3.2336153887344623,0.6871714421386299,1.0917340409424101,-15.0,1.2,3,1.0,False,True,0.9819144706485462,1,17.709159380834848,824.811,in_progress,0.0
160,5.0,3.271058242356218,0.6896502568846518,1.523171296070763,-15.0,1.0,2,1.0,False,True,1.1933677916243244,1,17.709159380834848,824.872,in_progress,0.0
160,6.0,3.3169649440256705,0.6781724016425213,-1.475707868663814,-30.0,1.0,0,1.0,False,True,1.4524939893178797,2,17.709159380834848,824.944,in_progress,0.0
160,7.0,3.375424936289488,0.6505723890757371,-7.471212897586247,-15.0,1.0,2,1.0,False,True,1.7826032688243028,2,17.709159380834848,825.015,in_progress,0.0
160,8.0,3.4260021536933536,0.618970976663029,-13.19439757428963,30.0,1.0,8,1.0,False,True,2.0681572178529257,2,17.709159380834848,825.081,in_progress,0.0
160,9.0,3.4854098646944336,0.5949708480729589,-15.457169475977343,15.0,1.0,6,0.5,False,True,2.4035860381719414,3,17.709159380834848,825.145,in_progress,0.0
160,10.0,3.553296555523947,0.587631891892578,-13.024592647593396,15.0,1.0,6,0.5,False,True,2.7868409233997955,3,17.709159380834848,825.21,in_progress,0.0
160,11.0,3.621034318988627,0.5879357034402144,-9.554224421937652,30.0,1.0,8,0.5,False,True,3.169342864338843,4,17.709159380834848,825.277,in_progress,0.0
160,12.0,3.6932056256534675,0.5968300683202215,-4.906198912176319,15.0,1.0,6,0.5,False,True,3.5769100155407942,4,17.709159380834848,825.348,in_progress,0.0
160,13.0,3.7600673695488305,0.6115983066709522,-0.296335185308727,30.0,1.2,9,1.0,False,True,3.9544957440233737,5,17.709159380834848,825.41,in_progress,0.0
160,14.0,3.8370855150119074,0.6400902495606225,6.100130917002903,0.0,1.0,4,1.0,False,True,4.389467897367495,5,17.709159380834848,825.477,in_progress,0.0
160,15.0,3.903781817105806,0.6688259464374171,10.963791628381916,15.0,1.0,6,1.0,False,True,4.7661446916767805,6,17.709159380834848,825.547,in_progress,0.0
160,16.0,3.9702930354396266,0.6909701731805801,13.138411986293262,-15.0,1.0,2,1.0,False,True,5.141763391916189,6,17.709159380834848,825.616,in_progress,0.0
160,17.0,4.044450007248485,0.7121801887746444,13.9433320403623,0.0,1.0,4,1.0,False,True,5.560554229090693,7,17.709159380834848,825.683,in_progress,0.0
160,18.0,4.116457120760736,0.7247890835567539,12.791523516017273,-15.0,1.2,3,1.0,False,True,5.9671898394673555,7,17.709159380834848,825.718,in_progress,0.0
160,19.0,4.191045630637163,0.7277415285043297,9.745464278077558,0.0,1.2,5,1.0,False,True,6.388381765972912,8,17.709159380834848,825.81,in_progress,0.0
160,20.0,4.275407126855075,0.7255877878694903,6.211483977117854,30.0,1.0,8,1.0,False,True,6.864750933142856,8,17.709159380834848,825.861,in_progress,0.0
160,21.0,4.354348119146559,0.7255749102834489,4.290828203855087,-15.0,1.0,2,1.0,False,True,7.310514511522355,9,17.709159380834848,825.943,in_progress,0.0
160,22.0,4.442360439363934,0.7273138126311747,3.222630069989475,15.0,1.0,6,1.0,False,True,7.807504597333091,9,17.709159380834848,826.014,in_progress,0.0
160,23.0,4.502743306343004,0.7283625762876128,2.6467528146581873,-15.0,1.0,2,1.0,False,True,8.148476378192141,10,17.709159380834848,826.051,in_progress,0.0
160,24.0,4.577778496270373,0.7333466598043114,2.9735566028377374,-15.0,1.2,3,1.0,False,True,8.572198067976489,10,17.709159380834848,826.147,in_progress,0.0
160,25.0,4.650602340001515,0.7267340124413882,0.6186262844107712,-15.0,1.0,2,1.0,False,True,8.983405662495485,11,17.709159380834848,826.215,in_progress,0.0
160,26.0,4.727508400182135,0.7078109338499966,-3.757462472523544,-30.0,1.2,1,1.0,False,True,9.417641462347373,11,17.709159380834848,826.28,in_progress,0.0
160,27.0,4.797631002216103,0.6772606104208189,-9.589637290548456,30.0,1.2,9,1.0,False,True,9.813543060884715,12,17.709159380834848,826.345,in_progress,0.0
160,28.0,4.865120260905768,0.6546983050968376,-12.154390900426696,30.0,1.0,8,1.0,False,True,10.194591371321177,12,17.709159380834848,826.379,in_progress,0.0
160,29.0,4.9553928043598745,0.6452913826033005,-9.994711357112823,15.0,1.0,6,1.0,False,True,10.704321262000764,13,17.709159380834848,826.479,in_progress,0.0
160,30.0,5.031504130574772,0.6474651786425375,-6.603495810429555,0.0,1.0,4,1.0,False,True,11.134118616858784,13,17.709159380834848,826.546,in_progress,0.0
160,31.0,5.104243601182535,0.6542588729126844,-3.2101455072346234,15.0,1.2,7,1.0,False,True,11.544877016770869,14,17.709159380834848,826.609,in_progress,0.0
160,32.0,5.177135555254771,0.6658792214224932,0.27856230843293794,15.0,1.0,6,1.0,False,True,11.956511217471274,14,17.709159380834848,826.682,in_progress,0.0
160,33.0,5.260531366041996,0.6891184815529383,5.311245200827996,0.0,1.2,5,1.0,False,True,12.427469906220969,15,17.709159380834848,826.741,in_progress,0.0
160,34.0,5.330362407916878,0.7094007785580728,8.332028914761388,-15.0,1.2,3,1.0,False,True,12.82184708425525,15,17.709159380834848,826.804,in_progress,0.0
160,35.0,5.406584408233871,0.7245499450131612,9.166114000577581,-15.0,1.0,2,1.0,False,True,13.252295471174126,16,17.709159380834848,826.877,in_progress,0.0
160,36.0,5.485629655696785,0.7318961677401671,7.96847007184417,-15.0,1.0,2,1.0,False,True,13.698940373498658,16,17.709159380834848,826.934,in_progress,0.0
160,37.0,5.5708629368167655,0.7347584624179088,6.020077898446298,0.0,1.0,4,1.0,False,True,14.180258435036377,17,17.709159380834848,827.002,in_progress,0.0
160,38.0,5.632237645857987,0.7364219574732358,4.886884947911903,-30.0,1.2,1,1.0,False,True,14.526316219225741,17,17.709159380834848,827.08,in_progress,0.0
160,39.0,5.710753658724923,0.7348384256337325,3.045973205718067,-15.0,1.0,2,1.0,False,True,14.96968295581394,18,17.709159380834848,827.147,in_progress,0.0
160,40.0,5.779658936985098,0.7222694996986041,-0.6091411735106067,-30.0,1.2,1,1.0,False,True,15.357876951375532,18,17.709159380834848,827.214,in_progress,0.0
160,41.0,5.8548020300497345,0.6976901382387822,-5.969260989042519,0.0,1.0,4,1.0,False,True,15.782831453391074,19,17.709159380834848,827.281,in_progress,0.0
160,42.0,5.930270186243747,0.6730938477047257,-9.652418602027021,30.0,1.2,9,1.0,False,True,16.20984062018092,19,17.709159380834848,827.343,in_progress,0.0
160,43.0,5.999420046413568,0.6654217547604898,-8.730206754074139,15.0,1.2,7,1.0,False,True,16.600664520718528,20,17.709159380834848,827.415,in_progress,0.0
160,44.0,6.086850733269035,0.6744776396380477,-3.840817826408754,30.0,1.2,9,1.0,False,True,17.09236373483042,20,17.709159380834848,827.478,in_progress,0.0
160,45.0,6.163342015656658,0.6922259145520507,1.24711257802704,15.0,1.2,7,1.0,False,True,17.526715850214696,21,17.709159380834848,827.516,in_progress,0.0
160,46.0,6.240757615330549,0.72007682642985,7.014763089929446,15.0,1.0,6,1.0,False,True,17.978027295098663,21,17.709159380834848,827.6,in_progress,0.0
160,47.0,6.334678280448288,0.7690003514477446,15.022989826476314,30.0,1.0,8,1.0,False,True,18.52936924660611,22,17.709159380834848,827.667,in_progress,0.0
160,48.0,6.387696530149119,0.8052205815814644,19.947455754008416,15.0,1.2,7,0.5,False,True,18.875378230007968,22,17.709159380834848,827.735,in_progress,0.0
160,49.0,6.446058566510211,0.8526645410688732,25.43809283757214,30.0,1.0,8,0.5,False,True,19.238181624038848,23,17.709159380834848,827.772,in_progress,0.0
160,50.0,6.500807895833819,0.9084357189728479,31.54960905261806,15.0,1.0,6,0.5,False,True,19.79678979358811,23,17.709159380834848,827.875,in_progress,0.0
160,51.0,6.547291408943246,0.9677425699019504,37.452884858900056,-15.0,1.2,3,0.1,False,True,20.155275464141134,24,17.709159380834848,827.947,in_progress,0.0
160,52.0,6.605377448924414,1.0345302894885728,41.1691794752984,-15.0,1.2,3,0.1,False,True,20.838206705612023,25,17.709159380834848,828.015,in_progress,0.0
160,53.0,6.662779745908019,1.08057035241261,40.457121744819766,30.0,1.2,9,0.1,False,True,21.388082201016868,25,17.709159380834848,828.081,in_progress,0.0
160,54.0,6.725718945387494,1.1294103871449845,39.72460064486997,-30.0,1.0,0,0.1,False,True,21.83719401606767,26,17.709159380834848,828.142,in_progress,0.0
160,55.0,6.789231348817851,1.186253995596156,40.386891552208795,0.0,1.0,4,0.1,False,True,22.508186764944444,27,17.709159380834848,828.211,in_progress,0.0
160,56.0,6.850098042888515,1.2348714254943165,39.74916935411768,15.0,1.0,6,0.1,False,True,23.24206529020542,27,17.709159380834848,828.279,in_progress,0.0
160,57.0,6.905133740226352,1.2870815184033375,40.88595788529098,15.0,1.2,7,0.1,False,True,23.845230035634586,28,17.709159380834848,828.328,in_progress,0.0
160,58.0,6.951752088162093,1.3455363897383368,43.93277151411087,15.0,1.2,7,0.1,False,True,24.261608390020957,29,17.709159380834848,828.412,in_progress,0.0
160,59.0,6.996064102768569,1.4112545994295467,47.55806358285054,30.0,1.0,8,0.1,False,True,24.848275259922648,29,17.709159380834848,828.478,in_progress,0.0
160,60.0,7.035977466738967,1.4838098067916274,51.836753989941684,-30.0,1.0,0,0.1,False,True,25.313014875501537,30,17.709159380834848,828.548,in_progress,0.0
