X, Y, Speed
3.061608985043345, 0.6867663317539068, 4
3.2100056815514493, 0.6837725811484494, 4
3.359281971934713, 0.6829376799263904, 4
3.5090272615935074, 0.6831926442014056, 4
3.6587934525070525, 0.6834185185060586, 4
3.808555006980896, 0.6835170090198517, 4
3.9583150148391724, 0.6835691034793854, 4
4.1080756187438965, 0.6836211383342743, 4
4.2578349113464355, 0.6836741119623184, 4
4.407594919204712, 0.683727964758873, 4
4.557354927062988, 0.6837812215089798, 4
4.7071144580841064, 0.6838362663984299, 4
4.856873989105225, 0.6838938742876053, 4
5.006633043289185, 0.6839521080255508, 4
5.156393527984619, 0.6840048730373383, 4
5.306154489517212, 0.6840500980615616, 3.3209766025261893
5.4559116419404745, 0.6841187880490907, 2.7875414492618606
5.605493792035755, 0.6851111170456228, 2.4557455249815154
5.754402485569585, 0.689309062641817, 2.223199842936688
5.901943193877091, 0.6988945390227119, 2.0458776954967837
6.047202576436428, 0.7158918314022733, 1.914796938163604
6.189061207670311, 0.7420234212331216, 1.8093220651541677
6.326190517209227, 0.7786681916193665, 1.7242195126238864
6.457037634785747, 0.8268478750814687, 1.659703578456818
6.579923384229415, 0.8870570930100361, 1.604788885833833
6.693047867426634, 0.9593334279592911, 1.5611482851476752
6.7945722045678, 1.0432225496698437, 1.5375573153036193
6.882788290679468, 1.1377321678200243, 1.512202227487818
6.95610114051169, 1.2414791564461787, 1.5042328016333402
7.013167822419696, 1.352699561494822, 1.5
7.053204925959583, 1.4692972556145139, 1.5
7.075562432098219, 1.5891210981530755, 1.5
7.080160996790839, 1.7099427859821512, 1.5
7.0671515495032855, 1.829611293616029, 1.51415642569191
7.037202284757893, 1.9461522364298882, 1.5376295412097625
6.991200961803813, 2.057842959794519, 1.5732458681358767
6.930233033082784, 2.163248005911373, 1.616961695116701
6.855437016526482, 2.261182283432033, 1.6780177955624742
6.768106739890058, 2.3507852273625156, 1.7540306087903974
6.669574859781405, 2.4314959918758214, 1.8520683836878657
6.561229973032886, 2.503103398410284, 1.9779109367813266
6.444478908713485, 2.565759844679008, 2.13196887856511
6.320658915917571, 2.6199073929103154, 2.329825172386289
6.191060244960115, 2.666294567960746, 2.597825675494133
6.0569285302727724, 2.70597805126898, 2.988650329644616
5.919458630156534, 2.7403003247126225, 3.630622985482224
5.77978420490399, 2.7708348281739745, 3.665941328236933
5.641635789061022, 2.803358723779531, 3.4989899073614215
5.504657970424807, 2.838592480416498, 3.3760691334128294
5.369099775884456, 2.877070770837371, 3.316271212924081
5.235181717212631, 2.9192482033167737, 3.297264339562284
5.103067040912497, 2.9654381005756933, 3.297264339562284
4.972896049703975, 3.0158932391515294, 3.297264339562284
4.844751083528619, 3.070732510564193, 3.297264339562284
4.718672845653295, 3.129982016711092, 3.3295768518605886
4.594643946881938, 3.1935449852625926, 3.391465859962536
4.472617114166622, 3.261265789006642, 3.4948253185567504
4.3525052304464715, 3.332911956396115, 3.639932701090418
4.234188964017239, 3.4081927714905174, 3.809762484925184
4.117541564136216, 3.4868104985693815, 4
4.002407352420388, 3.5684176900478914, 4
3.8886331658034674, 3.652679765740443, 4
3.7760577446910637, 3.739252958664018, 3.6106043257335494
3.665674249641801, 3.8268528892717395, 3.237591839728965
3.5543068897525227, 3.912543828273357, 2.9547057295496044
3.4415027127780204, 3.995439586632071, 2.7367857405652596
3.3268178738201692, 4.074664087927958, 2.5499446533897863
3.209831188417793, 4.1493753076171425, 2.419440981107948
3.09012328106932, 4.218721673799159, 2.289767384409127
2.967283699023767, 4.281852920708198, 2.19476420685394
2.840863263497198, 4.337820773156517, 2.1124322099806787
2.710463059572254, 4.385747302430092, 2.046095352075647
2.5755898168629274, 4.424469472864716, 1.992071346546971
2.4359270006801443, 4.452710261660611, 1.9496805768587873
2.291933753168029, 4.4688596960761195, 1.9126848500663072
2.1461526684257937, 4.471336262634147, 1.8863440419897008
2.002817723868178, 4.459476146105851, 1.8716605923088627
1.8651847276708513, 4.43380544711552, 1.8603211633450922
1.7349811104619053, 4.3953461252704695, 1.853249830030802
1.6130064862679205, 4.345236814361914, 1.8441513082579355
1.4995995732716088, 4.2845700658338615, 1.8382263144475857
1.3949509493105947, 4.214261362349967, 1.8303054971303
1.2992049673355623, 4.135079137931346, 1.8181613716035108
1.2125751027702043, 4.047615446308884, 1.8181613716035108
1.135326217622047, 3.9523656624702417, 1.8181613716035108
1.0678531297957226, 3.849711035851433, 1.8181613716035108
1.0107402301366573, 3.73993710248877, 1.9218183210691728
0.9634045009452123, 3.624064505582435, 1.996713563803571
0.9256648788591917, 3.5027264784735106, 2.0754674089039997
0.8973847928548353, 3.3764714460575718, 2.168150620387559
0.8783714288379507, 3.2458325581934186, 2.270274479731402
0.8684106160217113, 3.111315395453518, 2.387494190226208
0.8672165037387203, 2.9734245340110017, 2.5241869894949494
0.8744026711096282, 2.8326728684068057, 2.6865157780441753
0.8894559518653051, 2.6895851993511197, 2.88041103349852
0.9117325257573057, 2.544694106763443, 3.0378626341328054
0.9404866219997412, 2.398541749274319, 2.829726299796754
0.9742607213693782, 2.2539007600323693, 2.6580460301519366
1.0127614824965223, 2.1128458799435963, 2.5131776211547363
1.0565010823850098, 1.9759649880627133, 2.388167495146318
1.1059108092188015, 1.8438088969801627, 2.2786761354969616
1.1613384965740452, 1.7168854433960332, 2.1777286118138055
1.2230645891611736, 1.5956711455607426, 2.0861206585038863
1.291322784383825, 1.4806304366431569, 2.0007606576259156
