Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
72,3.0,0.0,0.0,1993.0,12.0,119.0,10039.0,0.0,3060.0890470193062,0.0,0.0,2226.875188589096,,,,,,,,,,,,,,,,,,,,,1334.824637392342,148.54766358199285,1518.3887146196234,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,2013.0,13.0,20.0,10059.0,0.0,1279.20928612444,0.0,0.0,2229.115236759186,,,,,,,,,,,,,,,,,,,,,1045.337254204248,26.529614441910635,1091.8700492639427,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,2088.0,14.0,75.0,10134.0,0.0,2232.065445615498,0.0,0.0,2236.876709461212,,,,,,,,,,,,,,,,,,,,,1239.0040747112412,104.26696675173145,1346.805917899587,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,2640.0,15.0,552.0,10686.0,0.0,11851.335789011235,0.0,0.0,2291.21825838089,,,,,,,,,,,,,,,,,,,,,1825.740141925178,536.0183280185009,2292.6097431664134,34.11594202898551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,3049.0,16.0,409.0,11095.0,0.0,9346.92424908045,0.0,0.0,2331.157388687134,,,,,,,,,,,,,,,,,,,,,1842.6347873707737,267.4713210820118,2075.175522223919,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,3522.0,17.0,473.0,11568.0,0.0,11326.761469982728,0.0,0.0,2378.061775445938,,,,,,,,,,,,,,,,,,,,,1969.51774575699,312.2473219726347,2286.613472829149,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,3710.0,18.0,188.0,11756.0,0.0,4714.624180516668,0.0,0.0,2396.675546169281,,,,,,,,,,,,,,,,,,,,,1604.918896955403,226.55162693865344,1803.4512112632206,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,4080.0,19.0,370.0,12126.0,0.0,9535.069346277367,0.0,0.0,2432.7153322696686,,,,,,,,,,,,,,,,,,,,,2023.65399557801,365.86490724999874,2376.870647194373,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,4468.0,20.0,388.0,12514.0,0.0,9914.023183735626,0.0,0.0,2470.197599172592,,,,,,,,,,,,,,,,,,,,,1991.5225845857638,369.55673054760456,2408.6650080533686,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,80.0,1.0,80.0,12594.0,0.0,2775.8215069221933,0.0,0.0,3169.0960128307343,,,,,,,,,,,,,,,,,,,,,1461.3232912268911,216.11886101372488,1683.476814098358,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,191.0,2.0,111.0,12705.0,0.0,3192.2834899247946,0.0,0.0,3180.222435951233,,,,,,,,,,,,,,,,,,,,,1449.426239629497,200.62115909537917,1659.9791513552743,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,416.0,3.0,225.0,12930.0,0.0,5951.850241815269,0.0,0.0,3202.4698173999786,,,,,,,,,,,,,,,,,,,,,1784.8483586413033,310.4104173554095,2072.3829529528657,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,519.0,4.0,103.0,13033.0,0.0,3038.5363191922643,0.0,0.0,3212.689760684967,,,,,,,,,,,,,,,,,,,,,1434.1157469513525,201.20175556721333,1651.6731025818704,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,608.0,5.0,89.0,13122.0,0.0,2490.3591061549578,0.0,0.0,3221.6768684387207,,,,,,,,,,,,,,,,,,,,,1265.867286461463,127.21180039927799,1395.1940387526654,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,659.0,6.0,51.0,13173.0,0.0,1862.0343261356084,0.0,0.0,3227.075371026993,,,,,,,,,,,,,,,,,,,,,1199.1481321805143,95.59144533462691,1290.0117111414297,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,805.0,7.0,146.0,13319.0,0.0,4201.1151726843,0.0,0.0,3241.5497708320618,,,,,,,,,,,,,,,,,,,,,1635.4638389590514,275.8855776086625,1947.7230157643514,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,1044.0,8.0,239.0,13558.0,0.0,6053.626208455588,0.0,0.0,3265.3482184410095,,,,,,,,,,,,,,,,,,,,,1723.4524260345124,298.1108613451056,2051.8325719003105,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,1249.0,9.0,205.0,13763.0,0.0,5339.929055336149,0.0,0.0,3285.4803268909454,,,,,,,,,,,,,,,,,,,,,1690.1666279793435,274.1532418382756,2008.8550789636815,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,1773.0,10.0,524.0,14287.0,0.0,11706.67461972963,0.0,0.0,3336.7442524433136,,,,,,,,,,,,,,,,,,,,,1871.5563683957337,537.6224163834872,2264.389314901201,23.083969465648856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,2237.0,11.0,464.0,14751.0,0.0,10632.514457185947,0.0,0.0,3382.392624616623,,,,,,,,,,,,,,,,,,,,,1891.0237334353571,260.4611613727856,2088.1092603310544,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,2305.0,12.0,68.0,14819.0,0.0,2115.679989782392,0.0,0.0,3389.251918077469,,,,,,,,,,,,,,,,,,,,,1220.4736178354342,98.66733722934345,1323.5590711657787,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,2836.0,13.0,531.0,15350.0,0.0,11647.055500230343,0.0,0.0,3441.2365865707397,,,,,,,,,,,,,,,,,,,,,1843.9027600809984,542.6657002592083,2284.191932834471,21.082391713747647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,2859.0,14.0,23.0,15373.0,0.0,1231.8347755120644,0.0,0.0,3443.94957613945,,,,,,,,,,,,,,,,,,,,,1017.7155966117452,6.7018304920590595,1026.847310705864,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,2905.0,15.0,46.0,15419.0,0.0,1640.6431487106036,0.0,0.0,3448.6456711292267,,,,,,,,,,,,,,,,,,,,,1114.0226629391375,53.54953064922876,1168.1357283381155,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,2986.0,16.0,81.0,15500.0,0.0,2536.1957684837917,0.0,0.0,3456.9153718948364,,,,,,,,,,,,,,,,,,,,,1336.4889721392267,158.5303942109093,1508.3153533071668,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,3338.0,17.0,352.0,15852.0,0.0,8908.527731140424,0.0,0.0,3491.492185115814,,,,,,,,,,,,,,,,,,,,,1963.3137687932447,328.2398708769,2279.5613240622074,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,3550.0,18.0,212.0,16064.0,0.0,5421.913795373331,0.0,0.0,3513.0508301258087,,,,,,,,,,,,,,,,,,,,,1717.822922223589,275.9833238998358,1998.2408256423694,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,3735.0,19.0,185.0,16249.0,0.0,4628.325844416299,0.0,0.0,3531.61967420578,,,,,,,,,,,,,,,,,,,,,1613.3905564933016,228.70699156556978,1854.012539962542,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,4157.0,20.0,422.0,16671.0,0.0,11171.84677082689,0.0,0.0,3573.113238811493,,,,,,,,,,,,,,,,,,,,,2100.5387436424676,383.4205888260863,2473.7187020637302,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,532.0,1.0,532.0,17203.0,0.0,12157.3636185176,0.0,0.0,4264.810252428055,,,,,,,,,,,,,,,,,,,,,1868.9601593694347,549.6097419281948,2353.260577554449,21.046992481203006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,879.0,2.0,347.0,17550.0,0.0,8559.133946638492,0.0,0.0,4299.339398384094,,,,,,,,,,,,,,,,,,,,,1873.2116074422377,323.059735431949,2206.5707257452523,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,1264.0,3.0,385.0,17935.0,0.0,8799.079821695947,0.0,0.0,4338.257221221924,,,,,,,,,,,,,,,,,,,,,1801.2559364817275,279.61343992813664,2051.78425169119,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,1320.0,4.0,56.0,17991.0,0.0,1903.2167017176184,0.0,0.0,4344.201875925064,,,,,,,,,,,,,,,,,,,,,1185.7377819618666,86.74427875549219,1275.8272642591276,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,1398.0,5.0,78.0,18069.0,0.0,2419.329521086123,0.0,0.0,4351.983367919922,,,,,,,,,,,,,,,,,,,,,1282.9092602905946,142.3764976544782,1448.3616289327397,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,1611.0,6.0,213.0,18282.0,0.0,5212.342407525118,0.0,0.0,4373.157499790192,,,,,,,,,,,,,,,,,,,,,1623.9854122155073,263.40267850227804,1900.549393364803,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,1684.0,7.0,73.0,18355.0,0.0,2467.1198644668666,0.0,0.0,4380.381943941116,,,,,,,,,,,,,,,,,,,,,1353.344701461625,164.86476538990155,1540.1113460839872,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,1770.0,8.0,86.0,18441.0,0.0,2662.642166123803,0.0,0.0,4389.146506547928,,,,,,,,,,,,,,,,,,,,,1371.051217848423,154.9587150580222,1536.372509283036,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1969.0,9.0,199.0,18640.0,0.0,5189.50493573184,0.0,0.0,4409.318602561951,,,,,,,,,,,,,,,,,,,,,1684.5195904677505,285.3644262107727,1977.9498836858488,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,2535.0,10.0,566.0,19206.0,0.0,11701.292974925482,0.0,0.0,4465.340993881226,,,,,,,,,,,,,,,,,,,,,1756.0645204019163,486.0289091844404,2119.051280802979,19.9178445229682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,2693.0,11.0,158.0,19364.0,0.0,3844.124707601618,0.0,0.0,4481.084579467773,,,,,,,,,,,,,,,,,,,,,1461.8160537928563,183.63167957511268,1634.616145099725,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,3099.0,12.0,406.0,19770.0,0.0,9520.54206818299,0.0,0.0,4520.821377038956,,,,,,,,,,,,,,,,,,,,,1882.0222258871217,268.5433712642706,2097.3248184265235,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,3194.0,13.0,95.0,19865.0,0.0,2651.2717618176102,0.0,0.0,4530.312374353409,,,,,,,,,,,,,,,,,,,,,1325.134256371776,140.66077827003514,1474.929440704925,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,3242.0,14.0,48.0,19913.0,0.0,1781.2951987171482,0.0,0.0,4535.3113577365875,,,,,,,,,,,,,,,,,,,,,1170.2612941640443,77.38797248068151,1262.5724143547782,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,3277.0,15.0,35.0,19948.0,0.0,1554.8399680390053,0.0,0.0,4539.038781166077,,,,,,,,,,,,,,,,,,,,,1128.430285807094,63.83749624361625,1195.8341523996307,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,3390.0,16.0,113.0,20061.0,0.0,3334.362182324694,0.0,0.0,4550.155882835388,,,,,,,,,,,,,,,,,,,,,1481.3641457452593,240.4159091755051,1758.3702911338,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,3787.0,17.0,397.0,20458.0,0.0,9470.912433000904,0.0,0.0,4589.170885801315,,,,,,,,,,,,,,,,,,,,,1906.434609032059,295.30037784570715,2201.7536103097577,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,4231.0,18.0,444.0,20902.0,0.0,10720.145457894992,0.0,0.0,4632.877630233765,,,,,,,,,,,,,,,,,,,,,1974.2621247565892,317.7160287475246,2271.293848612628,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,4789.0,19.0,558.0,21460.0,0.0,12304.844222093026,0.0,0.0,4687.51581287384,,,,,,,,,,,,,,,,,,,,,1846.4386000164961,544.7237383181234,2307.211192015364,26.921146953405017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,4990.0,20.0,201.0,21661.0,0.0,5545.886891052615,0.0,0.0,4707.484609365463,,,,,,,,,,,,,,,,,,,,,1775.4317410523524,331.28586998086683,2154.5463594325292,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,111.0,1.0,111.0,21772.0,0.0,3543.648342181828,0.0,0.0,5484.419261932373,,,,,,,,,,,,,,,,,,,,,1584.134293893747,251.37414612322942,1853.314485860123,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,530.0,2.0,419.0,22191.0,0.0,9962.922545053965,0.0,0.0,5525.999368906021,,,,,,,,,,,,,,,,,,,,,1883.3929638241939,315.919628830823,2197.4122239561434,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,755.0,3.0,225.0,22416.0,0.0,5856.0284171478215,0.0,0.0,5548.438687324524,,,,,,,,,,,,,,,,,,,,,1753.0049979088062,314.72381940906234,2114.9978810317502,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,965.0,4.0,210.0,22626.0,0.0,5257.667847685914,0.0,0.0,5569.197332382202,,,,,,,,,,,,,,,,,,,,,1646.8429993983927,277.9297232195065,1920.2892646683852,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,1111.0,5.0,146.0,22772.0,0.0,3747.170841822315,0.0,0.0,5584.062136888504,,,,,,,,,,,,,,,,,,,,,1473.4102152290393,193.03072648994134,1681.5405556804674,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,1523.0,6.0,412.0,23184.0,0.0,9611.730354454547,0.0,0.0,5624.464129686356,,,,,,,,,,,,,,,,,,,,,1871.036602316918,294.7878701401011,2166.4553582985095,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,1633.0,7.0,110.0,23294.0,0.0,3204.4783391736055,0.0,0.0,5635.722979784012,,,,,,,,,,,,,,,,,,,,,1463.5568822226976,209.8064986657196,1704.2551060109267,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,1762.0,8.0,129.0,23423.0,0.0,3642.9158944496003,0.0,0.0,5648.874153614044,,,,,,,,,,,,,,,,,,,,,1509.0849160808257,225.290847875874,1782.9682154011748,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,1948.0,9.0,186.0,23609.0,0.0,4561.676457617907,0.0,0.0,5667.680973529816,,,,,,,,,,,,,,,,,,,,,1560.2619603521216,233.1129802057554,1816.1212165395266,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,2025.0,10.0,77.0,23686.0,0.0,2589.2439485645314,0.0,0.0,5675.721985578537,,,,,,,,,,,,,,,,,,,,,1349.0623377448005,181.12183504758067,1581.9466875839548,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,2572.0,11.0,547.0,24233.0,0.0,11484.140533325526,0.0,0.0,5730.4051740169525,,,,,,,,,,,,,,,,,,,,,1780.8788806156274,497.0884279614642,2201.4338661174706,34.28153564899452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,2644.0,12.0,72.0,24305.0,0.0,2293.5310122434917,0.0,0.0,5737.972086429596,,,,,,,,,,,,,,,,,,,,,1289.1110636276458,125.95019158472283,1427.344554697379,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,3055.0,13.0,411.0,24716.0,0.0,9168.318301327268,0.0,0.0,5778.388632297516,,,,,,,,,,,,,,,,,,,,,1819.0959176577626,250.32130232614026,2048.1603110218102,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,3422.0,14.0,367.0,25083.0,0.0,8724.266649766687,0.0,0.0,5815.186920404434,,,,,,,,,,,,,,,,,,,,,1882.7850871360458,273.5037249945729,2136.282699961707,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,3463.0,15.0,41.0,25124.0,0.0,1667.8071746636208,0.0,0.0,5819.318106889725,,,,,,,,,,,,,,,,,,,,,1162.31127033334,75.73294137857508,1246.8670204403961,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,3881.0,16.0,418.0,25542.0,0.0,9836.801076036007,0.0,0.0,5861.293421030045,,,,,,,,,,,,,,,,,,,,,1931.9609414508268,294.1677880129669,2250.6736939618936,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,4167.0,17.0,286.0,25828.0,0.0,7212.1324275936295,0.0,0.0,5889.393817424774,,,,,,,,,,,,,,,,,,,,,1865.0623121686244,316.59088524115225,2176.0004965739704,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,4238.0,18.0,71.0,25899.0,0.0,2224.9634447424814,0.0,0.0,5896.683254480362,,,,,,,,,,,,,,,,,,,,,1230.1365122849004,108.26268606503817,1379.0087960618318,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,4573.0,19.0,335.0,26234.0,0.0,8490.752380008933,0.0,0.0,5930.351436853409,,,,,,,,,,,,,,,,,,,,,1931.2819978742575,326.53732957930686,2243.137141333102,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,4630.0,20.0,57.0,26291.0,0.0,2019.390817247072,0.0,0.0,5936.300233840942,,,,,,,,,,,,,,,,,,,,,1236.8060599986725,101.839262920404,1342.7807379712328,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,41.0,1.0,41.0,26332.0,0.0,1638.4041157482427,0.0,0.0,6658.403530836105,,,,,,,,,,,,,,,,,,,,,1139.6987869630113,56.03608562014308,1197.6642756892384,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,225.0,2.0,184.0,26516.0,0.0,4645.435803241286,0.0,0.0,6676.84051656723,,,,,,,,,,,,,,,,,,,,,1581.4853717706956,249.10773548172236,1830.5154224711468,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,514.0,3.0,289.0,26805.0,0.0,7026.6987965134595,0.0,0.0,6705.82646894455,,,,,,,,,,,,,,,,,,,,,1790.9647844706788,310.84067237557935,2099.9235203880667,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,639.0,4.0,125.0,26930.0,0.0,3255.1220066547717,0.0,0.0,6718.471493244171,,,,,,,,,,,,,,,,,,,,,1367.8589266375943,180.9084169053966,1597.5639656185563,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,1006.0,5.0,367.0,27297.0,0.0,8576.045421262155,0.0,0.0,6754.307175397873,,,,,,,,,,,,,,,,,,,,,1822.521320704853,276.8714642582217,2085.9431634439675,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,1458.0,6.0,452.0,27749.0,0.0,10626.545699617718,0.0,0.0,6799.243089437485,,,,,,,,,,,,,,,,,,,,,1909.6808289612882,276.03396116839207,2209.623734967725,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,1486.0,7.0,28.0,27777.0,0.0,1336.6850063920838,0.0,0.0,6802.35515165329,,,,,,,,,,,,,,,,,,,,,1042.381328541859,19.484268655195866,1066.393031227451,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,1842.0,8.0,356.0,28133.0,0.0,8208.086779551784,0.0,0.0,6837.778715133667,,,,,,,,,,,,,,,,,,,,,1781.121306618362,274.752446200638,2039.7328292885493,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,1911.0,9.0,69.0,28202.0,0.0,2134.6660275534305,0.0,0.0,6844.950672388077,,,,,,,,,,,,,,,,,,,,,1238.2745442832618,106.2703088238812,1348.8242775020167,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,2096.0,10.0,185.0,28387.0,0.0,4414.253963753637,0.0,0.0,6863.504532814026,,,,,,,,,,,,,,,,,,,,,1520.3378655855686,198.04581907833193,1705.3236123130073,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,0.0,2208.0,11.0,112.0,28499.0,0.0,2949.243800504272,0.0,0.0,6874.776705026627,,,,,,,,,,,,,,,,,,,,,1323.6104761409242,161.46841405198037,1514.7290823360422,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,0.0,2525.0,12.0,317.0,28816.0,0.0,6764.131842329908,0.0,0.0,6906.562901735306,,,,,,,,,,,,,,,,,,,,,1612.7659472707048,209.36412586593787,1805.1010287739914,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,0.0,2711.0,13.0,186.0,29002.0,0.0,4622.11284169082,0.0,0.0,6924.896399021149,,,,,,,,,,,,,,,,,,,,,1555.6278064470764,231.6277903655373,1835.9181762541225,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,0.0,3298.0,14.0,587.0,29589.0,0.0,12435.508708204556,0.0,0.0,6982.579336166382,,,,,,,,,,,,,,,,,,,,,1788.2594124756704,532.2037869338685,2240.5299429512356,17.285775127768314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,0.0,3771.0,15.0,473.0,30062.0,0.0,10734.205188593263,0.0,0.0,7029.423355817795,,,,,,,,,,,,,,,,,,,,,1895.6799576179849,287.3662782482248,2183.3610439797303,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
