Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
68,3.0,0.0,0.0,560.0,8.0,113.0,2808.0,0.1,65.805,0.0,0.0,531.8816771507263,,,,,,,,,,,,,,,,,,,,,19.637706925524665,12.55870040394337,44.49993997975424,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,0.0,626.0,9.0,66.0,2874.0,0.1,47.504999999999995,0.0,0.0,538.4174690246582,,,,,,,,,,,,,,,,,,,,,16.31080390962878,12.284231633972086,37.48583758763899,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,0.0,671.0,10.0,45.0,2919.0,0.1,25.90400000000001,0.0,0.0,542.9152591228485,,,,,,,,,,,,,,,,,,,,,9.26736297912506,6.833239561785324,22.17496853320448,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,703.0,11.0,32.0,2951.0,0.1,20.504000000000012,0.0,0.0,546.1942257881165,,,,,,,,,,,,,,,,,,,,,7.141404060290416,6.5355180800604975,18.588665136932008,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,762.0,12.0,59.0,3010.0,0.1,41.805,0.0,0.0,551.9304535388947,,,,,,,,,,,,,,,,,,,,,14.022365996055663,11.768832113990587,34.21263550895534,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,812.0,13.0,50.0,3060.0,0.1,38.903999999999996,0.0,0.0,557.0248212814331,,,,,,,,,,,,,,,,,,,,,14.437263790649904,10.977823138616907,32.32870942217634,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,833.0,14.0,21.0,3081.0,0.1,9.503999999999996,0.0,0.0,559.6303725242615,,,,,,,,,,,,,,,,,,,,,2.916917102145411,3.203733552080577,9.071979806702847,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,862.0,15.0,29.0,3110.0,0.1,17.604000000000013,0.0,0.0,562.6326513290405,,,,,,,,,,,,,,,,,,,,,5.977112955874071,5.756332048404691,16.192875464540876,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,894.0,16.0,32.0,3142.0,0.1,22.40400000000001,0.0,0.0,565.9272947311401,,,,,,,,,,,,,,,,,,,,,8.301079204035243,7.075074490982866,20.148612034189075,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,920.0,17.0,26.0,3168.0,0.1,15.903999999999996,0.0,0.0,568.6967554092407,,,,,,,,,,,,,,,,,,,,,5.564035337208273,5.261024902418756,14.750893594863632,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,964.0,18.0,44.0,3212.0,0.1,30.105000000000015,0.0,0.0,573.0206940174103,,,,,,,,,,,,,,,,,,,,,10.368574467994854,9.061273849047463,26.061450090890983,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,1029.0,19.0,65.0,3277.0,0.1,40.80500000000001,0.0,0.0,579.5279672145844,,,,,,,,,,,,,,,,,,,,,13.057023505774724,11.512612033949324,32.97411970334293,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,1050.0,20.0,21.0,3298.0,0.1,7.6049999999999995,0.0,0.0,581.7951850891113,,,,,,,,,,,,,,,,,,,,,2.0814201864425645,2.5135816646166047,7.313439200945885,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,45.0,1.0,45.0,3343.0,0.1,30.90400000000001,0.0,0.0,721.9721603393555,,,,,,,,,,,,,,,,,,,,,11.11677940886359,8.6945116366103,26.427353602705207,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,94.0,2.0,49.0,3392.0,0.1,26.903000000000006,0.0,0.0,726.9599335193634,,,,,,,,,,,,,,,,,,,,,11.19998576176928,6.862575790843326,21.849818362139615,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,341.0,3.0,247.0,3639.0,0.1,152.1109999999999,0.0,0.0,748.8605625629425,,,,,,,,,,,,,,,,,,,,,37.3656046330468,15.098577848143323,61.032503373507105,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,401.0,4.0,60.0,3699.0,0.1,36.80499999999999,0.0,0.0,754.5021688938141,,,,,,,,,,,,,,,,,,,,,14.451259086078903,9.58955013891855,28.705483673454385,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,423.0,5.0,22.0,3721.0,0.1,11.403999999999996,0.0,0.0,756.8949093818665,,,,,,,,,,,,,,,,,,,,,3.7348986496547156,3.8510358278591323,10.797186304536229,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,606.0,6.0,183.0,3904.0,0.1,118.20899999999989,0.0,0.0,773.8018145561218,,,,,,,,,,,,,,,,,,,,,32.295403843836255,17.596898944150524,60.30855113333294,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,675.0,7.0,69.0,3973.0,0.1,50.403999999999996,0.0,0.0,780.2305042743683,,,,,,,,,,,,,,,,,,,,,19.022292806702602,12.211869386560569,38.03552490906559,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,818.0,8.0,143.0,4116.0,0.1,99.20400000000002,0.0,0.0,793.2478713989258,,,,,,,,,,,,,,,,,,,,,32.81044738510106,16.169919373855226,53.34665874839857,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,880.0,9.0,62.0,4178.0,0.1,47.903999999999996,0.0,0.0,799.1604835987091,,,,,,,,,,,,,,,,,,,,,18.863481665831277,12.36962472259321,36.94382345391757,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,938.0,10.0,58.0,4236.0,0.1,37.305,0.0,0.0,804.6682095527649,,,,,,,,,,,,,,,,,,,,,11.91711996264604,10.449001159442513,31.010172861611338,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,974.0,11.0,36.0,4272.0,0.1,24.504000000000012,0.0,0.0,808.5280396938324,,,,,,,,,,,,,,,,,,,,,8.725432527266909,7.612523513872422,21.796596561762993,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,998.0,12.0,24.0,4296.0,0.1,12.903999999999996,0.0,0.0,811.1620190143585,,,,,,,,,,,,,,,,,,,,,4.271080635391307,4.27827247927846,12.120131259571556,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1075.0,13.0,77.0,4373.0,0.1,53.10400000000001,0.0,0.0,818.3071091175079,,,,,,,,,,,,,,,,,,,,,17.015189938122674,13.282359648481153,40.81451254733753,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1170.0,14.0,95.0,4468.0,0.1,59.504,0.0,0.0,827.08136510849,,,,,,,,,,,,,,,,,,,,,21.288306656975394,11.428664619631906,40.07765399027994,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1292.0,15.0,122.0,4590.0,0.1,85.304,0.0,0.0,838.6315712928772,,,,,,,,,,,,,,,,,,,,,28.205162462142173,14.817133787235989,51.92705009303796,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,1481.0,16.0,189.0,4779.0,0.1,125.70400000000001,0.0,0.0,855.6991257667542,,,,,,,,,,,,,,,,,,,,,36.22723858505902,16.402022709332236,58.396611645993694,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,1503.0,17.0,22.0,4801.0,0.1,11.403999999999996,0.0,0.0,858.0875489711761,,,,,,,,,,,,,,,,,,,,,3.7348986496547156,3.8510358278591323,10.797186304536229,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,1545.0,18.0,42.0,4843.0,0.1,24.40400000000001,0.0,0.0,862.2086827754974,,,,,,,,,,,,,,,,,,,,,9.199019587838071,6.698195382060778,20.957465333239465,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,1564.0,19.0,19.0,4862.0,0.1,7.905,0.0,0.0,864.4970438480377,,,,,,,,,,,,,,,,,,,,,2.32701734975338,2.7308791631061835,7.614393126769572,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,1648.0,20.0,84.0,4946.0,0.1,67.904,0.0,0.0,872.5945036411285,,,,,,,,,,,,,,,,,,,,,25.207815284473718,15.741751076134605,47.67823197739215,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,38.0,1.0,38.0,4984.0,0.1,16.005000000000003,0.0,0.0,1027.5694007873535,,,,,,,,,,,,,,,,,,,,,4.755522897801326,4.515067565606608,14.486176205321385,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,269.0,2.0,231.0,5215.0,0.1,132.90500000000003,0.0,0.0,1048.1832060813904,,,,,,,,,,,,,,,,,,,,,36.74624345963168,14.612339712108199,49.03753597049337,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,498.0,3.0,229.0,5444.0,0.1,163.00399999999993,0.0,0.0,1068.6026298999786,,,,,,,,,,,,,,,,,,,,,43.5322485077132,17.970416799477974,64.60070494575729,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,785.0,4.0,287.0,5731.0,0.1,172.12399999999997,0.0,0.0,1094.3545467853546,,,,,,,,,,,,,,,,,,,,,37.77064751313362,24.48901575766822,67.23932089025219,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,936.0,5.0,151.0,5882.0,0.1,104.00499999999998,0.0,0.0,1107.971759557724,,,,,,,,,,,,,,,,,,,,,32.22547003870033,17.713833954355753,56.468258587452745,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,1102.0,6.0,166.0,6048.0,0.1,107.5039999999999,0.0,0.0,1122.9163646697998,,,,,,,,,,,,,,,,,,,,,29.771522172460898,17.147604383047614,59.262598912065,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,1200.0,7.0,98.0,6146.0,0.1,72.00399999999999,0.0,0.0,1131.8823068141937,,,,,,,,,,,,,,,,,,,,,24.238397940955174,15.447596622216231,49.230047972517,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,1262.0,8.0,62.0,6208.0,0.1,26.50600000000002,0.0,0.0,1137.7440197467804,,,,,,,,,,,,,,,,,,,,,8.403229769061547,6.797578346241731,21.72839255502686,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1330.0,9.0,68.0,6276.0,0.1,40.504999999999995,0.0,0.0,1144.515873670578,,,,,,,,,,,,,,,,,,,,,13.788286367604272,9.54256495408919,31.76100935621782,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1445.0,10.0,115.0,6391.0,0.1,78.304,0.0,0.0,1155.0915970802307,,,,,,,,,,,,,,,,,,,,,25.90922064097134,15.441887696842413,49.49331319547287,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,1559.0,11.0,114.0,6505.0,0.1,88.00299999999999,0.0,0.0,1165.5163931846619,,,,,,,,,,,,,,,,,,,,,29.67466501423875,17.67336400473887,55.27383112311785,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,1621.0,12.0,62.0,6567.0,0.1,43.605000000000004,0.0,0.0,1171.5271899700165,,,,,,,,,,,,,,,,,,,,,14.353067984313807,12.261803404912545,35.410772216840535,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,1696.0,13.0,75.0,6642.0,0.1,63.504,0.0,0.0,1178.9007155895233,,,,,,,,,,,,,,,,,,,,,23.048946187959313,15.603848886105382,47.15568856140238,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,1760.0,14.0,64.0,6706.0,0.1,33.304,0.0,0.0,1185.0937731266022,,,,,,,,,,,,,,,,,,,,,11.864117703445974,7.666636321983783,26.233001397606944,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,1846.0,15.0,86.0,6792.0,0.1,59.404,0.0,0.0,1193.0726499557495,,,,,,,,,,,,,,,,,,,,,20.419068176824098,12.740342812586844,42.69319596768826,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,1893.0,16.0,47.0,6839.0,0.1,22.40400000000001,0.0,0.0,1197.702198266983,,,,,,,,,,,,,,,,,,,,,7.320130834941986,5.88219870252883,19.348575153124436,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,1977.0,17.0,84.0,6923.0,0.1,39.305000000000014,0.0,0.0,1205.5370943546295,,,,,,,,,,,,,,,,,,,,,13.287375068717143,8.131267359738537,28.715034121291275,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,2062.0,18.0,85.0,7008.0,0.1,47.60400000000002,0.0,0.0,1213.8311824798584,,,,,,,,,,,,,,,,,,,,,15.778098004562242,10.061839452498205,34.886865315908665,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,2257.0,19.0,195.0,7203.0,0.1,136.406,0.0,0.0,1231.3336727619171,,,,,,,,,,,,,,,,,,,,,38.26467742581702,20.554404501893213,63.044463850277204,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,2438.0,20.0,181.0,7384.0,0.1,140.60500000000002,0.0,0.0,1247.4763700962067,,,,,,,,,,,,,,,,,,,,,41.79388939323273,19.332053540598398,66.27697193985172,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,201.0,1.0,201.0,7585.0,0.1,145.30499999999998,0.0,0.0,1488.1350672245026,,,,,,,,,,,,,,,,,,,,,41.731804509425,19.3075782397902,62.67123042144243,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,469.0,2.0,268.0,7853.0,0.1,199.105,0.0,0.0,1511.9125175476074,,,,,,,,,,,,,,,,,,,,,47.82987188829568,20.758728747321744,72.82548106536252,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,752.0,3.0,283.0,8136.0,0.1,206.8999999999999,0.0,0.0,1537.4366199970245,,,,,,,,,,,,,,,,,,,,,48.34532932104358,18.1151033745985,71.64248438076004,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,950.0,4.0,198.0,8334.0,0.1,134.10399999999996,0.0,0.0,1555.156599521637,,,,,,,,,,,,,,,,,,,,,37.63950795402922,17.880338935681312,60.78744439447208,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,1016.0,5.0,66.0,8400.0,0.1,31.804000000000006,0.0,0.0,1561.3846628665924,,,,,,,,,,,,,,,,,,,,,13.35551466763387,7.505102255961205,23.45613745471037,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,1239.0,6.0,223.0,8623.0,0.1,128.7049999999998,0.0,0.0,1581.2164514064789,,,,,,,,,,,,,,,,,,,,,32.606959140449,17.173048458652417,57.12833498295956,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,1523.0,7.0,284.0,8907.0,0.1,220.1999999999999,0.0,0.0,1606.2766869068146,,,,,,,,,,,,,,,,,,,,,50.79244642375017,22.751990034440897,77.49153367671606,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,1677.0,8.0,154.0,9061.0,0.1,106.00399999999999,0.0,0.0,1620.4333891868591,,,,,,,,,,,,,,,,,,,,,31.784113568423,16.902163152808896,58.21494245957407,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,1746.0,9.0,69.0,9130.0,0.1,45.805,0.0,0.0,1626.9593670368195,,,,,,,,,,,,,,,,,,,,,15.598195680734504,11.862185478957027,35.75374449575878,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,2024.0,10.0,278.0,9408.0,0.1,211.59999999999982,0.0,0.0,1651.6020712852478,,,,,,,,,,,,,,,,,,,,,49.5422804455071,18.662879921014795,75.37237053513947,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,2297.0,11.0,273.0,9681.0,0.1,216.4,0.0,0.0,1675.905633687973,,,,,,,,,,,,,,,,,,,,,53.72266562032109,19.567343221038595,74.61510736307805,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,2576.0,12.0,279.0,9960.0,0.1,232.0999999999999,0.0,0.0,1700.8491535186768,,,,,,,,,,,,,,,,,,,,,55.03696833980637,19.29044826257241,80.14167771853909,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,2852.0,13.0,276.0,10236.0,0.1,216.7999999999999,0.0,0.0,1725.3016164302826,,,,,,,,,,,,,,,,,,,,,52.904842120019296,17.062743254895935,72.21980996709179,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,3012.0,14.0,160.0,10396.0,0.1,112.30499999999995,0.0,0.0,1739.8047544956207,,,,,,,,,,,,,,,,,,,,,32.61770502731991,17.66244789994122,61.33728390601787,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,3292.0,15.0,280.0,10676.0,0.1,215.39999999999995,0.0,0.0,1764.6106717586517,,,,,,,,,,,,,,,,,,,,,50.68043690054839,18.48372817645791,74.98701834350005,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,3577.0,16.0,285.0,10961.0,0.1,204.29999999999993,0.0,0.0,1789.9865627288818,,,,,,,,,,,,,,,,,,,,,48.878764644704745,18.836695470010056,66.31519310538862,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,3854.0,17.0,277.0,11238.0,0.1,219.9999999999999,0.0,0.0,1814.8405511379242,,,,,,,,,,,,,,,,,,,,,54.3226102312341,20.514395340630653,73.92761679090455,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,4133.0,18.0,279.0,11517.0,0.1,219.09999999999997,0.0,0.0,1839.5588014125824,,,,,,,,,,,,,,,,,,,,,52.716381698046526,18.61409039606149,73.72910712754312,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,4212.0,19.0,79.0,11596.0,0.1,58.30500000000001,0.0,0.0,1847.058883190155,,,,,,,,,,,,,,,,,,,,,18.897910386354045,15.266291140291358,44.25635220363256,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,4406.0,20.0,194.0,11790.0,0.1,149.605,0.0,0.0,1864.5097179412842,,,,,,,,,,,,,,,,,,,,,41.91190661321413,20.638521345186206,69.68258460398373,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,279.0,1.0,279.0,12069.0,0.1,208.5,0.0,0.0,2261.474065065384,,,,,,,,,,,,,,,,,,,,,50.082250590137264,19.91511299026558,70.16684098920203,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,557.0,2.0,278.0,12347.0,0.1,223.99999999999997,0.0,0.0,2286.3132116794586,,,,,,,,,,,,,,,,,,,,,55.88077991848249,17.85531739671426,70.76342488479648,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,580.0,3.0,23.0,12370.0,0.1,9.604999999999995,0.0,0.0,2288.7607142925262,,,,,,,,,,,,,,,,,,,,,2.73626297475563,3.182836676710507,9.157901760847057,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,858.0,4.0,278.0,12648.0,0.1,214.99999999999994,0.0,0.0,2313.215755224228,,,,,,,,,,,,,,,,,,,,,50.38883725153461,21.373778747355857,76.50172551090841,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,1132.0,5.0,274.0,12922.0,0.1,200.69999999999987,0.0,0.0,2337.168018579483,,,,,,,,,,,,,,,,,,,,,47.243205384764266,17.867989356009247,72.80763217908867,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,1409.0,6.0,277.0,13199.0,0.1,223.4,0.0,0.0,2361.589544057846,,,,,,,,,,,,,,,,,,,,,54.5357973770482,20.572990280341674,73.8045518473384,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,1684.0,7.0,275.0,13474.0,0.1,247.0,0.0,0.0,2385.8159806728363,,,,,,,,,,,,,,,,,,,,,58.129992015653826,23.163122822736817,88.91186813279441,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,1954.0,8.0,270.0,13744.0,0.1,188.59999999999994,0.0,0.0,2409.5309460163116,,,,,,,,,,,,,,,,,,,,,45.12700060399551,17.706133628370782,69.06008126146013,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,2235.0,9.0,281.0,14025.0,0.1,202.4999999999999,0.0,0.0,2434.390333175659,,,,,,,,,,,,,,,,,,,,,47.69872123511615,18.74831748158031,70.17625022580555,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,2514.0,10.0,279.0,14304.0,0.1,218.19999999999987,0.0,0.0,2458.6780438423157,,,,,,,,,,,,,,,,,,,,,51.10263082297371,18.495146714714053,77.15912662371518,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,0.0,2790.0,11.0,276.0,14580.0,0.1,209.09999999999994,0.0,0.0,2483.1696648597717,,,,,,,,,,,,,,,,,,,,,48.930005722895004,19.175825648647972,75.55676380451963,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,0.0,2895.0,12.0,105.0,14685.0,0.1,68.604,0.0,0.0,2492.757458925247,,,,,,,,,,,,,,,,,,,,,25.292120389371004,13.213591917610259,42.90100356204512,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,0.0,3075.0,13.0,180.0,14865.0,0.1,149.405,0.0,0.0,2508.7567093372345,,,,,,,,,,,,,,,,,,,,,43.32824846651659,21.58567032499651,72.86414933197635,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,0.0,3236.0,14.0,161.0,15026.0,0.1,143.904,0.0,0.0,2523.0791852474213,,,,,,,,,,,,,,,,,,,,,44.247048335411165,22.405339035517347,74.14167144167729,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,0.0,3374.0,15.0,138.0,15164.0,0.1,90.40599999999998,0.0,0.0,2535.647892475128,,,,,,,,,,,,,,,,,,,,,27.561181498887006,16.980259574957188,53.434924529676465,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,0.0,3466.0,16.0,92.0,15256.0,0.1,52.804000000000016,0.0,0.0,2544.1112723350525,,,,,,,,,,,,,,,,,,,,,17.302077157685662,11.691727922960725,37.63502603298558,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,0.0,3747.0,17.0,281.0,15537.0,0.1,204.19999999999985,0.0,0.0,2568.7749457359314,,,,,,,,,,,,,,,,,,,,,49.129898101111074,19.282437690388097,67.48799748584614,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,0.0,3818.0,18.0,71.0,15608.0,0.1,43.50500000000001,0.0,0.0,2575.2536902427673,,,,,,,,,,,,,,,,,,,,,13.993118738551056,10.381904018483656,34.251490353666696,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,0.0,4078.0,19.0,260.0,15868.0,0.1,173.10399999999996,0.0,0.0,2597.981642961502,,,,,,,,,,,,,,,,,,,,,42.88429124293545,17.466625565121333,63.45158530511829,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
