episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
20,1.0,-4.022661642718274,-0.13428920899370986,93.58712295481655,-3.6590035461488988,1.0,[-3.6590035461488988, 1.0],0.0,False,True,0.6063971459130245,1,23.090893150458662,76.325,prepare,0.0
20,2.0,-4.022611138383676,-0.13433500264426115,93.57460220836705,-9.2478639828043,1.1557901520869656,[-9.2478639828043, 1.1557901520869656],1.0,False,True,0.6062186491992729,1,23.090893150458662,76.392,in_progress,0.0
20,3.0,-4.022906352064618,-0.12479931481130227,93.51429541438652,-17.71011137953115,1.2,[-17.71011137953115, 1.2],1.0,False,True,0.6472462868896821,1,23.090893150458662,76.431,in_progress,0.0
20,4.0,-4.019886289388748,-0.10113736229844111,92.38534795754934,-19.58425228302103,1.0561305919413262,[-19.58425228302103, 1.0561305919413262],1.0,False,True,0.7504694388148655,1,23.090893150458662,76.527,in_progress,0.0
20,5.0,-4.0097785155892485,-0.06447535030987203,89.64561203691531,-30.0,1.2,[-30.0, 1.2],1.0,False,True,0.9124536442067517,2,23.090893150458662,76.595,in_progress,0.0
20,6.0,-3.9920957542390063,-0.02098289005318696,85.53631261935668,-30.0,1.093267431053288,[-30.0, 1.093267431053288],1.0,False,True,1.1067657847360972,2,23.090893150458662,76.661,in_progress,0.0
20,7.0,-3.960290220512217,0.028627638558838375,79.10430836204158,-30.0,1.2,[-30.0, 1.2],1.0,False,True,1.3328045370310726,2,23.090893150458662,76.721,in_progress,0.0
20,8.0,-3.895381340555368,0.1057019596102678,68.47526483908565,-0.884179530140262,1.2,[-0.884179530140262, 1.2],1.0,False,True,1.6898260378151972,3,23.090893150458662,76.797,in_progress,0.0
20,9.0,-3.860623064458401,0.14451768841141485,63.98782214362573,28.209400662027612,1.1193299519848692,[28.209400662027612, 1.1193299519848692],0.5,False,True,1.9766860368234374,3,23.090893150458662,76.855,in_progress,0.0
20,10.0,-3.8233660653913066,0.20393427521302,62.078483974211984,-30.0,1.2,[-30.0, 1.2],0.5,False,True,2.2676365219334937,3,23.090893150458662,76.922,in_progress,0.0
20,11.0,-3.782764050428212,0.27114716217930257,61.18871616983248,30.0,1.0003453098900876,[30.0, 1.0003453098900876],0.5,False,True,2.594986679103663,4,23.090893150458662,76.997,in_progress,0.0
20,12.0,-3.7321628596382435,0.34549055201600287,59.32917792728761,-19.017675581512716,1.0,[-19.017675581512716, 1.0],0.5,False,True,2.963617740134399,4,23.090893150458662,77.057,in_progress,0.0
20,13.0,-3.6933954944634637,0.41274566246074174,59.57197581964142,30.0,1.2,[30.0, 1.2],0.5,False,True,3.519198603646763,4,23.090893150458662,77.122,in_progress,0.0
20,14.0,-3.657974957441588,0.4819322455717152,60.53507263127808,-6.285358357408128,1.0,[-6.285358357408128, 1.0],0.5,False,True,3.8555556446474424,5,23.090893150458662,77.193,in_progress,0.0
20,15.0,-3.628404109111648,0.5476432264936028,62.042580783467336,-16.837078557945393,1.0552496148737005,[-16.837078557945393, 1.0552496148737005],0.5,False,True,4.166379731608293,5,23.090893150458662,77.251,in_progress,0.0
20,16.0,-3.590080567316863,0.6105815672317709,61.07331858370574,30.0,1.1543473406561826,[30.0, 1.1543473406561826],0.5,False,True,4.752194143657712,5,23.090893150458662,77.326,in_progress,0.0
20,17.0,-3.547800122681398,0.6942197333798208,61.82393771791846,2.321965751657359,1.0627075885028205,[2.321965751657359, 1.0627075885028205],0.5,False,True,5.133728929740741,5,23.090893150458662,77.387,in_progress,0.0
20,18.0,-3.52789136238602,0.7539130912700397,64.25476394670004,-30.0,1.0420677795773026,[-30.0, 1.0420677795773026],0.5,False,True,5.373644123574838,6,23.090893150458662,77.452,in_progress,0.0
20,19.0,-3.496364273966395,0.8363790078449599,65.83024965085137,-5.0190068625994755,1.0208414015684015,[-5.0190068625994755, 1.0208414015684015],1.0,False,True,5.717777355377435,6,23.090893150458662,77.524,in_progress,0.0
20,20.0,-3.4693387885226246,0.886632426779306,64.85234445365334,-30.0,1.1508671349610415,[-30.0, 1.1508671349610415],1.0,False,True,6.050898415285219,6,23.090893150458662,77.591,in_progress,0.0
20,21.0,-3.4242517105294246,0.9562138309442065,62.356412474375155,30.0,1.0732970087607139,[30.0, 1.0732970087607139],1.0,False,True,6.356407853467334,6,23.090893150458662,77.653,in_progress,0.0
20,22.0,-3.3807635209235603,1.0240685973400958,60.661339307915675,7.134184208023285,1.1041815397284207,[7.134184208023285, 1.1041815397284207],1.0,False,True,6.6524575047957875,7,23.090893150458662,77.724,in_progress,0.0
20,23.0,-3.3496634822258113,1.0976579660203796,62.687259643163216,1.13899127980417,1.1348584170532685,[1.13899127980417, 1.1348584170532685],1.0,False,True,6.910665130108598,7,23.090893150458662,77.787,in_progress,0.0
20,24.0,-3.3250902168105894,1.1714075494921026,65.33461070386012,30.0,1.2,[30.0, 1.2],0.5,False,True,7.139749599920939,7,23.090893150458662,77.864,in_progress,0.0
20,25.0,-3.3101142199006466,1.2542506248669747,69.99577198867331,-13.076167128025652,1.1684859041598195,[-13.076167128025652, 1.1684859041598195],0.5,False,True,7.139749599920939,7,23.090893150458662,77.927,in_progress,0.0
20,26.0,-3.2957548552635862,1.3370215076995173,73.21345791659758,10.994687550495044,1.052227375481831,[10.994687550495044, 1.052227375481831],0.1,False,True,7.261754728320703,7,23.090893150458662,77.993,in_progress,0.0
20,27.0,-3.283408134730742,1.4103516022472147,75.31428459235748,-30.0,1.0986622976187532,[-30.0, 1.0986622976187532],0.1,False,True,7.373798953578071,7,23.090893150458662,78.021,in_progress,0.0
20,28.0,-3.273592168968918,1.4927226101997224,77.80606784153385,30.0,1.2,[30.0, 1.2],0.1,False,True,7.482415907574149,7,23.090893150458662,78.13,in_progress,0.0
20,29.0,-3.2632083306577733,1.5740435426277624,79.38093920143788,-30.0,1.2,[-30.0, 1.2],0.1,False,True,7.592596229535651,7,23.090893150458662,78.194,in_progress,0.0
20,30.0,-3.253690277846942,1.6575440912320445,80.65295708051656,-20.79608726939733,1.1123904324967069,[-20.79608726939733, 1.1123904324967069],0.001,False,False,7.700862715598296,7,23.090893150458662,78.262,in_progress,0.0
